(( 0.078674628897986, 0.080642985308355, 0.32421571895522, 3.4467669730986), Metal )
(( 0.10860369387621, 0.070083494181938, 0.547314715293, 4.5143985247035), Ceramic )
(( 0.14051200595869, 0.13456107306283, 0.75, 2.3529072579607), Ceramic )
(( 0.12860202218736, 0.11180914802898, 0.39722981105856, 4.2416480334078), Plastic )
(( 0.10847233099545, 0.10227304504294, 0.7066625643766, 2.3096304707776), Ceramic )
(( 0.1141889507369, 0.070978884887466, 0.18780672949321, 4.0165083196158), Plastic )
(( 0.13129316172989, 0.10392997135244, 0.32170922771391, 3.8031251824787), Plastic )
(( 0.076747780118129, 0.10022753361494, 0.39221888077101, 4.6329508963589), Metal )
(( 0.20824057636992, 0.15, 0.67646212595323, 3.1043818966237), Plastic )
(( 0.14932807217832, 0.14748668067222, 0.54124599875936, 2.649929627518), Plastic )
(( 0.1072160393399, 0.14068548348392, 0.61828378518522, 3.9070184990062), Metal )
(( 0.07782574957276, 0.053769186666166, 0.19280094778122, 1.7682358294029), Metal )
(( 0.060169190068313, 0.031637408506552, 0.13091175788417, 2.6820076007238), Metal )
(( 0.13275982515787, 0.092510116561375, 0.75, 4.2727376209496), Ceramic )
(( 0.16091992997821, 0.12274929865546, 0.34415683199679, 3.8650228649487), Plastic )
(( 0.098195366407325, 0.082077665719874, 0.21541116885754, 3.5959698150551), Plastic )
(( 0.10061077467681, 0.065165782595699, 0.43130352680435, 4.04152039148), Ceramic )
(( 0.10410093159734, 0.03, 0.10519287245699, 4.277694119427), Plastic )
(( 0.087930047047605, 0.052395447901504, 0.34636242746589, 1.2435580961173), Ceramic )
(( 0.080777371300879, 0.03, 0.1, 4.2994152427108), Metal )
(( 0.063711817444502, 0.060168925312669, 0.20974467198603, 1.9502970591157), Metal )
(( 0.14473309464688, 0.15, 0.48937845762494, 4.3016897503713), Plastic )
(( 0.055858744581362, 0.083125712086178, 0.21309099808587, 3.5725324308063), Metal )
(( 0.13078809006372, 0.15, 0.75, 3.681768104392), Metal )
(( 0.18847478100401, 0.14673859918547, 0.51111959810424, 2.7614721748917), Plastic )
(( 0.18768939063015, 0.15, 0.63812669724322, 3.4953915998072), Plastic )
(( 0.13173419302605, 0.13355317397755, 0.39852701074139, 2.5772616246491), Plastic )
(( 0.09127379128973, 0.099566874119941, 0.57135943318008, 3.5324356596386), Ceramic )
(( 0.10981255216837, 0.031512923899089, 0.11121382725253, 2.0185863939171), Plastic )
(( 0.092295696695667, 0.084856494063389, 0.34490080862254, 3.267943705703), Metal )
(( 0.063395037186575, 0.063040817788422, 0.22096824048584, 3.7502144454468), Metal )
(( 0.11520681914127, 0.14893586259965, 0.75, 2.5979540462356), Ceramic )
(( 0.094915638979777, 0.096102036512156, 0.22097851702471, 4.1924641430516), Plastic )
(( 0.10061345358595, 0.10945999567692, 0.69730407008315, 1.9935267780783), Ceramic )
(( 0.14309503989753, 0.13754766707347, 0.48180484994696, 2.0078251397232), Plastic )
(( 0.11655428535768, 0.094141197089374, 0.65158743907979, 1.1322992614995), Ceramic )
(( 0.11394320233741, 0.084967291335798, 0.55290517256424, 3.2045750281743), Ceramic )
(( 0.062406879629759, 0.03, 0.1, 4.0875318039253), Metal )
(( 0.15901619673283, 0.15, 0.47208011595302, 4.3982933032449), Plastic )
(( 0.074932952410349, 0.06524525701479, 0.14982567847103, 1.7743648894981), Metal )
(( 0.05, 0.03, 0.1, 2.4918592064495), Metal )
(( 0.065749218663421, 0.04322535680158, 0.12141841716995, 4.832089226831), Metal )
(( 0.06691702068615, 0.054842399792813, 0.1353171474498, 1.1362413183937), Metal )
(( 0.05524846446834, 0.030601060201308, 0.16112544236303, 5.1881508662723), Ceramic )
(( 0.1053173248712, 0.086426350793317, 0.51856605681544, 2.3185329318098), Ceramic )
(( 0.17368732931195, 0.15, 0.49362174186862, 2.6469115302707), Plastic )
(( 0.091272847292082, 0.03412072820041, 0.18292670432052, 1.8523694007706), Metal )
(( 0.15728712687951, 0.15, 0.46828267475466, 3.754226342466), Plastic )
(( 0.092897924557794, 0.068322034380977, 0.13209081279247, 1.7433211671272), Plastic )
(( 0.15418215564959, 0.118309730992, 0.46012972868514, 4.0166329840773), Plastic )
(( 0.09797296227475, 0.11747000836699, 0.4734375213974, 4.4538174908815), Metal )
(( 0.068334494308359, 0.052982017037856, 0.11844868257105, 1.3324260409977), Metal )
(( 0.10776701174311, 0.06660558364761, 0.45383479002599, 3.3825458212208), Ceramic )
(( 0.14912873757885, 0.15, 0.58592597311716, 3.7822060737495), Plastic )
(( 0.073825444551364, 0.063483958423185, 0.29656942675262, 0.68429945322879), Ceramic )
(( 0.089995577094689, 0.10465174321769, 0.60831130976914, 2.9435675198014), Ceramic )
(( 0.08855495238515, 0.063245127887695, 0.3479847001327, 2.3896439585459), Ceramic )
(( 0.07, 0.061809867405355, 0.14597128012182, 0.47454872981546), Plastic )
(( 0.061427387869181, 0.069888909260151, 0.18632018652189, 4.1895471349786), Metal )
(( 0.11980118233867, 0.10676335063074, 0.74889105525887, 3.7288753904292), Ceramic )
(( 0.14554387498677, 0.15, 0.75, 3.1636025858125), Ceramic )
(( 0.10823028791568, 0.054482152279801, 0.35257932492259, 2.1393066937633), Ceramic )
(( 0.10290488238313, 0.090710274421085, 0.5763519599615, 3.9580169406054), Ceramic )
(( 0.155248110918, 0.15, 0.54699168613815, 5.285653237765), Plastic )
(( 0.16909262941586, 0.14042393458428, 0.58469121845372, 1.4870088072975), Plastic )
(( 0.15012149983327, 0.14302008837907, 0.47158718784089, 3.121074213285), Plastic )
(( 0.12489355687226, 0.15, 0.38034876129278, 4.9015478567404), Plastic )
(( 0.092279974967258, 0.042560079178292, 0.13569808669987, 3.7438095732097), Plastic )
(( 0.12624649742228, 0.14840988015284, 0.38490510656165, 3.4851756903506), Plastic )
(( 0.088264572903347, 0.062106825989601, 0.3655780554489, 3.3380588747956), Ceramic )
(( 0.14780449730243, 0.095354366729238, 0.75, 3.9041249153413), Ceramic )
(( 0.19116284832709, 0.14009410210593, 0.56266740083448, 3.7955454000783), Plastic )
(( 0.16191744586252, 0.15, 0.50748985209029, 3.0296139099304), Plastic )
(( 0.15046491775071, 0.079690426643403, 0.26579855530334, 3.3912386252501), Plastic )
(( 0.15661572287671, 0.14812694466866, 0.54255498021622, 1.4426068730385), Plastic )
(( 0.15811217558069, 0.12886266134237, 0.42739717679825, 2.6195564320892), Plastic )
(( 0.16095679374563, 0.12785243982618, 0.52335656391581, 3.1919701740268), Plastic )
(( 0.18483323794843, 0.15, 0.52731105374524, 3.170677461862), Plastic )
(( 0.13165974280371, 0.1013224393341, 0.3617599217634, 3.2323383240865), Plastic )
(( 0.15618849551239, 0.14186131743942, 0.44909780547681, 4.8940640157258), Plastic )
(( 0.12701490742027, 0.15, 0.44196939873489, 2.340135064213), Plastic )
(( 0.12284921753898, 0.15, 0.46245007264509, 4.5910604103584), Plastic )
(( 0.114648869407, 0.11984289547132, 0.31385245445021, 2.5711172257569), Plastic )
(( 0.16894520686107, 0.14554591422161, 0.45804042655629, 1.9944746425666), Plastic )
(( 0.118987339824, 0.075225970042443, 0.23212635367619, 3.751748965381), Plastic )
(( 0.12105664202419, 0.11955869554071, 0.30458335029957, 1.3842730490417), Plastic )
(( 0.096335752348668, 0.12201572742065, 0.23196456730255, 3.9808779977973), Plastic )
(( 0.1172487731333, 0.078574171807499, 0.1915508680559, 2.9887312384656), Plastic )
(( 0.13762659302074, 0.15, 0.42459741320148, 3.0836881165397), Plastic )
(( 0.15055109790975, 0.15, 0.41655180333042, 3.6264097095508), Plastic )
(( 0.13672877104104, 0.11179080237341, 0.40310684567606, 2.9768456424499), Plastic )
